year,st,stateno,state,exp_public_welfare,gini_coef,welfare_spending_percap,x_chip_pregnantwomen,z_ssi_afdc_families_payments,z_tanf_initialelig
1939,AZ,3,Arizona,NA,0.38350236,NA,NA,622.209,NA
1940,AZ,3,Arizona,NA,0.35654902,NA,NA,627.327,NA
1941,AZ,3,Arizona,NA,0.3966175,NA,NA,614.542,NA
1942,AZ,3,Arizona,NA,0.41456413,NA,NA,577.686,NA
1943,AZ,3,Arizona,NA,0.36376363,NA,NA,581.145,NA
1944,AZ,3,Arizona,NA,0.38888773,NA,NA,594.668,NA
1945,AZ,3,Arizona,NA,0.41401184,NA,NA,598.634,NA
1946,AZ,3,Arizona,NA,0.41130763,NA,NA,715.606,NA
1947,AZ,3,Arizona,NA,0.37321374,NA,NA,534.62,NA
1948,AZ,3,Arizona,NA,0.4035916,NA,NA,640.093,NA
1949,AZ,3,Arizona,NA,0.38504049,NA,NA,991.963,NA
1950,AZ,3,Arizona,NA,0.42400941,NA,NA,1056.54,NA
1951,AZ,3,Arizona,NA,0.43470913,NA,NA,779.339,NA
1952,AZ,3,Arizona,NA,0.42475212,NA,NA,770.511,NA
1953,AZ,3,Arizona,NA,0.41110471,NA,NA,903.986,NA
1954,AZ,3,Arizona,NA,0.42685434,NA,NA,919.565,NA
1955,AZ,3,Arizona,NA,0.42435497,NA,NA,962.292,NA
1956,AZ,3,Arizona,NA,0.42583209,NA,NA,972.6,NA
1957,AZ,3,Arizona,NA,0.43737963,NA,NA,965.639,NA
1958,AZ,3,Arizona,NA,0.45076635,NA,NA,972.512,NA
1959,AZ,3,Arizona,NA,0.46666861,NA,NA,1107.29,NA
1960,AZ,3,Arizona,NA,0.46242961,NA,NA,1111.42,NA
1961,AZ,3,Arizona,NA,0.44724515,NA,NA,1070.82,NA
1962,AZ,3,Arizona,NA,0.45032668,NA,NA,1057.29,NA
1963,AZ,3,Arizona,NA,0.46335348,NA,NA,1057.39,NA
1964,AZ,3,Arizona,NA,0.46457681,NA,NA,1026.55,NA
1965,AZ,3,Arizona,NA,0.48200083,NA,NA,986.931,NA
1966,AZ,3,Arizona,NA,0.45853549,NA,NA,933.208,NA
1967,AZ,3,Arizona,NA,0.46467018,NA,NA,889.927,NA
1968,AZ,3,Arizona,NA,0.48081291,NA,NA,814.64,NA
1969,AZ,3,Arizona,NA,0.46665403,NA,NA,826.759,NA
1970,AZ,3,Arizona,NA,0.4530111,NA,NA,744.578,NA
1971,AZ,3,Arizona,NA,0.45684937,NA,NA,668.256,NA
1972,AZ,3,Arizona,NA,0.47360769,NA,NA,686.786,NA
1973,AZ,3,Arizona,NA,0.48245612,NA,NA,617.635,NA
1974,AZ,3,Arizona,NA,0.48471743,NA,NA,560.093,NA
1975,AZ,3,Arizona,NA,0.50329071,36.61999893,NA,553.075,NA
1976,AZ,3,Arizona,NA,0.50209439,37.15999985,NA,557.786,NA
1977,AZ,3,Arizona,NA,0.47958067,46.24000168,NA,500.064,NA
1978,AZ,3,Arizona,NA,0.49901369,43.31000137,NA,485.428,NA
1979,AZ,3,Arizona,NA,0.49773133,44.72999954,NA,491.062,NA
1980,AZ,3,Arizona,NA,0.48441675,55.34999847,NA,456.377,NA
1981,AZ,3,Arizona,NA,0.48841175,64.13999939,NA,430.469,NA
1982,AZ,3,Arizona,NA,0.49420145,61.81999969,NA,433.396,NA
1983,AZ,3,Arizona,NA,0.49703595,89.75,NA,475.706,NA
1984,AZ,3,Arizona,NA,0.49934083,132.8500061,NA,458.258,NA
1985,AZ,3,Arizona,NA,0.50646967,146.5500031,NA,438.092,NA
1986,AZ,3,Arizona,NA,0.51759851,145.2400055,NA,534.294,NA
1987,AZ,3,Arizona,NA,0.53215063,170.6600037,NA,524.204,NA
1988,AZ,3,Arizona,NA,0.55236536,190.3699951,NA,507.948,NA
1989,AZ,3,Arizona,NA,0.57877874,231.5299988,NA,492.955,NA
1990,AZ,3,Arizona,NA,0.57635748,293.8699951,NA,455.427,NA
1991,AZ,3,Arizona,NA,0.58005512,274.9700012,NA,524.824,NA
1992,AZ,3,Arizona,NA,0.578206,468.5499878,NA,522.789,NA
1993,AZ,3,Arizona,NA,0.56587583,540.7999878,NA,NA,NA
1994,AZ,3,Arizona,NA,0.56084323,558.9799805,NA,NA,NA
1995,AZ,3,Arizona,NA,0.56444764,573.0499878,NA,NA,NA
1996,AZ,3,Arizona,NA,0.58108991,587.7399902,NA,NA,933.388
1997,AZ,3,Arizona,NA,0.56810433,590.6099854,NA,NA,915.593
1998,AZ,3,Arizona,NA,0.5737437,567.4299927,140,NA,818.337
1999,AZ,3,Arizona,NA,0.57444656,515.0800171,140,NA,794.34
2000,AZ,3,Arizona,NA,0.57627898,592.1199951,140,NA,763.187
2001,AZ,3,Arizona,NA,0.55873424,607.5900269,200,NA,738.615
2002,AZ,3,Arizona,NA,0.55747098,733.3300171,140,NA,719.208
2003,AZ,3,Arizona,NA,0.5645777,801.6900024,133,NA,696.339
2004,AZ,3,Arizona,NA,0.57719165,893.75,133,NA,660.543
2005,AZ,3,Arizona,NA,0.59074521,1038.160034,133,NA,625.467
2006,AZ,3,Arizona,NA,0.59717953,1086.890015,133,NA,600.145
2007,AZ,3,Arizona,NA,0.60248977,NA,200,NA,576.201
2008,AZ,3,Arizona,NA,0.60208684,NA,150,NA,555.107
2009,AZ,3,Arizona,NA,0.60826588,NA,150,NA,557.337
2010,AZ,3,Arizona,NA,0.61789483,NA,150,NA,548.56
2011,AZ,3,Arizona,NA,0.62422591,NA,150,NA,531.55
2012,AZ,3,Arizona,8287322,0.62274683,NA,150,NA,520.617
2013,AZ,3,Arizona,8494905,0.61907303,NA,NA,NA,510.409
2014,AZ,3,Arizona,9100585,NA,NA,NA,NA,NA
2015,AZ,3,Arizona,10440648,NA,NA,NA,NA,NA
2016,AZ,3,Arizona,14280071,NA,NA,NA,NA,NA
2017,AZ,3,Arizona,NA,NA,NA,NA,NA,NA
2018,AZ,3,Arizona,NA,NA,NA,NA,NA,NA
2019,AZ,3,Arizona,NA,NA,NA,NA,NA,NA
2020,AZ,3,Arizona,NA,NA,NA,NA,NA,NA
1900,CA,5,California,NA,NA,NA,NA,NA,NA
1901,CA,5,California,NA,NA,NA,NA,NA,NA
1902,CA,5,California,NA,NA,NA,NA,NA,NA
1903,CA,5,California,NA,NA,NA,NA,NA,NA
1904,CA,5,California,NA,NA,NA,NA,NA,NA
1905,CA,5,California,NA,NA,NA,NA,NA,NA
1906,CA,5,California,NA,NA,NA,NA,NA,NA
1907,CA,5,California,NA,NA,NA,NA,NA,NA
1908,CA,5,California,NA,NA,NA,NA,NA,NA
1909,CA,5,California,NA,NA,NA,NA,NA,NA
1910,CA,5,California,NA,NA,NA,NA,NA,NA
1911,CA,5,California,NA,NA,NA,NA,NA,NA
1912,CA,5,California,NA,NA,NA,NA,NA,NA
1913,CA,5,California,NA,NA,NA,NA,NA,NA
1914,CA,5,California,NA,NA,NA,NA,NA,NA
1915,CA,5,California,NA,NA,NA,NA,NA,NA
1916,CA,5,California,NA,NA,NA,NA,NA,NA
1917,CA,5,California,NA,0.44936255,NA,NA,NA,NA
1918,CA,5,California,NA,0.41719532,NA,NA,NA,NA
1919,CA,5,California,NA,0.43741384,NA,NA,NA,NA
1920,CA,5,California,NA,0.39160553,NA,NA,NA,NA
1921,CA,5,California,NA,0.40128139,NA,NA,NA,NA
1922,CA,5,California,NA,0.41126132,NA,NA,NA,NA
1923,CA,5,California,NA,0.41462013,NA,NA,NA,NA
1924,CA,5,California,NA,0.4245697,NA,NA,NA,NA
1925,CA,5,California,NA,0.4770472,NA,NA,NA,NA
1926,CA,5,California,NA,0.51425213,NA,NA,NA,NA
1927,CA,5,California,NA,0.51091254,NA,NA,NA,NA
1928,CA,5,California,NA,0.54100865,NA,NA,NA,NA
1929,CA,5,California,NA,0.5138855,NA,NA,NA,NA
1930,CA,5,California,NA,0.46440682,NA,NA,NA,NA
1931,CA,5,California,NA,0.44927096,NA,NA,NA,NA
1932,CA,5,California,NA,0.42282265,NA,NA,NA,NA
1933,CA,5,California,NA,0.43793762,NA,NA,NA,NA
1934,CA,5,California,NA,0.43354508,NA,NA,NA,NA
1935,CA,5,California,NA,0.43252906,NA,NA,NA,NA
1936,CA,5,California,NA,0.46665487,NA,NA,661.777,NA
1937,CA,5,California,NA,0.44411227,NA,NA,735.638,NA
1938,CA,5,California,NA,0.46726164,NA,NA,814.686,NA
1939,CA,5,California,NA,0.42572606,NA,NA,895.4,NA
1940,CA,5,California,NA,0.3859973,NA,NA,956.175,NA
1941,CA,5,California,NA,0.4122014,NA,NA,953.848,NA
1942,CA,5,California,NA,0.39241204,NA,NA,1018.37,NA
1943,CA,5,California,NA,0.36148545,NA,NA,1159.91,NA
1944,CA,5,California,NA,0.38684809,NA,NA,1289.73,NA
1945,CA,5,California,NA,0.41221073,NA,NA,1355.04,NA
1946,CA,5,California,NA,0.40656212,NA,NA,1379.53,NA
1947,CA,5,California,NA,0.38325337,NA,NA,1361,NA
1948,CA,5,California,NA,0.4189786,NA,NA,1328.64,NA
1949,CA,5,California,NA,0.41558644,NA,NA,1387.25,NA
1950,CA,5,California,NA,0.42840955,NA,NA,1302.51,NA
1951,CA,5,California,NA,0.42405322,NA,NA,1284.5,NA
1952,CA,5,California,NA,0.41071245,NA,NA,1273.87,NA
1953,CA,5,California,NA,0.40692574,NA,NA,1306.82,NA
1954,CA,5,California,NA,0.4132354,NA,NA,1348.6,NA
1955,CA,5,California,NA,0.42641321,NA,NA,1377.69,NA
1956,CA,5,California,NA,0.42445591,NA,NA,1414.74,NA
1957,CA,5,California,NA,0.42687377,NA,NA,1616.73,NA
1958,CA,5,California,NA,0.42640707,NA,NA,1636.61,NA
1959,CA,5,California,NA,0.43820325,NA,NA,1609.46,NA
1960,CA,5,California,NA,0.43489331,NA,NA,1607.63,NA
1961,CA,5,California,NA,0.44100001,NA,NA,1592.18,NA
1962,CA,5,California,NA,0.44139832,NA,NA,1561.76,NA
1963,CA,5,California,NA,0.44858485,NA,NA,1530.89,NA
1964,CA,5,California,NA,0.45239434,NA,NA,1546.06,NA
1965,CA,5,California,NA,0.46027228,NA,NA,1535.03,NA
1966,CA,5,California,NA,0.46015948,NA,NA,1417.24,NA
1967,CA,5,California,NA,0.46945333,NA,NA,1346.93,NA
1968,CA,5,California,NA,0.47013605,NA,NA,1298.38,NA
1969,CA,5,California,NA,0.4696635,NA,NA,1213.25,NA
1970,CA,5,California,NA,0.46008056,NA,NA,1379.87,NA
1971,CA,5,California,NA,0.46165714,NA,NA,1173.79,NA
1972,CA,5,California,NA,0.46995243,NA,NA,1111.32,NA
1973,CA,5,California,NA,0.47855374,NA,NA,1107.06,NA
1974,CA,5,California,NA,0.47972631,NA,NA,1054.38,NA
1975,CA,5,California,NA,0.48047385,175.8000031,NA,1080.67,NA
1976,CA,5,California,NA,0.48346123,204.7100067,NA,1121.96,NA
1977,CA,5,California,NA,0.4917917,243.8300018,NA,1062.53,NA
1978,CA,5,California,NA,0.48767892,273.6300049,NA,990.284,NA
1979,CA,5,California,NA,0.49493578,298.6700134,NA,1038.14,NA
1980,CA,5,California,NA,0.49916738,319.9400024,NA,1187.86,NA
1981,CA,5,California,NA,0.50215912,390.6099854,NA,981.778,NA
1982,CA,5,California,NA,0.50749058,407.4200134,NA,974.288,NA
1983,CA,5,California,NA,0.51250148,394.3299866,NA,1011.1,NA
1984,CA,5,California,NA,0.51666301,390.6199951,NA,984.478,NA
1985,CA,5,California,NA,0.52542108,416.0599976,NA,1017.17,NA
1986,CA,5,California,NA,0.5361926,421.0899963,NA,1028.74,NA
1987,CA,5,California,NA,0.55492485,448,NA,1022.87,NA
1988,CA,5,California,NA,0.57555199,475.6700134,NA,1022.97,NA
1989,CA,5,California,NA,0.59985262,513.4799805,NA,1016.06,NA
1990,CA,5,California,NA,0.59873945,550.8400269,NA,926.677,NA
1991,CA,5,California,NA,0.59966153,624.4099731,NA,866.519,NA
1992,CA,5,California,NA,0.61396575,773.9299927,NA,801.68,NA
1993,CA,5,California,NA,0.60078663,806.4400024,NA,NA,NA
1994,CA,5,California,NA,0.597561,912.2000122,NA,NA,NA
1995,CA,5,California,NA,0.60920042,905.2600098,NA,NA,NA
1996,CA,5,California,NA,0.6262629,906.3499756,NA,NA,1050.91
1997,CA,5,California,NA,0.61901122,937.5300293,NA,NA,1063.83
1998,CA,5,California,NA,0.62191659,930.5,300,NA,1046.3
1999,CA,5,California,NA,0.63865691,1011.210022,300,NA,1072.05
2000,CA,5,California,NA,0.65466201,1076.640015,300,NA,1039.81
2001,CA,5,California,NA,0.61750478,1080.189941,300,NA,1027.18
2002,CA,5,California,NA,0.60620654,1231.949951,300,NA,1039.33
2003,CA,5,California,NA,0.60158324,1375.060059,300,NA,1032.42
2004,CA,5,California,NA,0.60856742,1318.939941,300,NA,967.533
2005,CA,5,California,NA,0.61714816,1461.640015,300,NA,905.331
2006,CA,5,California,NA,0.62484926,1475.400024,300,NA,860.646
2007,CA,5,California,NA,0.62963879,NA,300,NA,934.6
2008,CA,5,California,NA,0.62642652,NA,300,NA,943.952
2009,CA,5,California,NA,0.6398192,NA,300,NA,961.514
2010,CA,5,California,NA,0.66691655,NA,300,NA,959.128
2011,CA,5,California,NA,0.67067683,NA,300,NA,945.612
2012,CA,5,California,69087772,0.68700439,NA,300,NA,951.889
2013,CA,5,California,80014405,0.67034787,NA,NA,NA,956.221
2014,CA,5,California,83491245,NA,NA,NA,NA,NA
2015,CA,5,California,109031702,NA,NA,NA,NA,NA
2016,CA,5,California,107043559,NA,NA,NA,NA,NA
2017,CA,5,California,NA,NA,NA,NA,NA,NA
2018,CA,5,California,NA,NA,NA,NA,NA,NA
2019,CA,5,California,NA,NA,NA,NA,NA,NA
2020,CA,5,California,NA,NA,NA,NA,NA,NA
1900,CO,6,Colorado,NA,NA,NA,NA,NA,NA
1901,CO,6,Colorado,NA,NA,NA,NA,NA,NA
1902,CO,6,Colorado,NA,NA,NA,NA,NA,NA
1903,CO,6,Colorado,NA,NA,NA,NA,NA,NA
1904,CO,6,Colorado,NA,NA,NA,NA,NA,NA
1905,CO,6,Colorado,NA,NA,NA,NA,NA,NA
1906,CO,6,Colorado,NA,NA,NA,NA,NA,NA
1907,CO,6,Colorado,NA,NA,NA,NA,NA,NA
1908,CO,6,Colorado,NA,NA,NA,NA,NA,NA
1909,CO,6,Colorado,NA,NA,NA,NA,NA,NA
1910,CO,6,Colorado,NA,NA,NA,NA,NA,NA
1911,CO,6,Colorado,NA,NA,NA,NA,NA,NA
1912,CO,6,Colorado,NA,NA,NA,NA,NA,NA
1913,CO,6,Colorado,NA,NA,NA,NA,NA,NA
1914,CO,6,Colorado,NA,NA,NA,NA,NA,NA
1915,CO,6,Colorado,NA,NA,NA,NA,NA,NA
1916,CO,6,Colorado,NA,NA,NA,NA,NA,NA
1917,CO,6,Colorado,NA,0.43890125,NA,NA,NA,NA
1918,CO,6,Colorado,NA,0.3398242,NA,NA,NA,NA
1919,CO,6,Colorado,NA,0.39120945,NA,NA,NA,NA
1920,CO,6,Colorado,NA,0.34627983,NA,NA,NA,NA
1921,CO,6,Colorado,NA,0.38866851,NA,NA,NA,NA
1922,CO,6,Colorado,NA,0.41046956,NA,NA,NA,NA
1923,CO,6,Colorado,NA,0.37766293,NA,NA,NA,NA
1924,CO,6,Colorado,NA,0.39934009,NA,NA,NA,NA
1925,CO,6,Colorado,NA,0.44589195,NA,NA,NA,NA
1926,CO,6,Colorado,NA,0.4587827,NA,NA,NA,NA
1927,CO,6,Colorado,NA,0.48077023,NA,NA,NA,NA
1928,CO,6,Colorado,NA,0.50090683,NA,NA,NA,NA
1929,CO,6,Colorado,NA,0.49137825,NA,NA,NA,NA
1930,CO,6,Colorado,NA,0.46846247,NA,NA,NA,NA
1931,CO,6,Colorado,NA,0.45394763,NA,NA,NA,NA
1932,CO,6,Colorado,NA,0.42371422,NA,NA,NA,NA
1933,CO,6,Colorado,NA,0.43727446,NA,NA,NA,NA
1934,CO,6,Colorado,NA,0.43552488,NA,NA,NA,NA
1935,CO,6,Colorado,NA,0.45141494,NA,NA,NA,NA
1936,CO,6,Colorado,NA,0.48064524,NA,NA,583.865,NA
1937,CO,6,Colorado,NA,0.46302432,NA,NA,557.528,NA
1938,CO,6,Colorado,NA,0.47743851,NA,NA,570.961,NA
1939,CO,6,Colorado,NA,0.44069853,NA,NA,559.725,NA
1940,CO,6,Colorado,NA,0.37994671,NA,NA,561.497,NA
1941,CO,6,Colorado,NA,0.42562085,NA,NA,545.783,NA
1942,CO,6,Colorado,NA,0.44103819,NA,NA,504.081,NA
1943,CO,6,Colorado,NA,0.40439895,NA,NA,529.512,NA
1944,CO,6,Colorado,NA,0.43282905,NA,NA,534.156,NA
1945,CO,6,Colorado,NA,0.46125916,NA,NA,849.895,NA
1946,CO,6,Colorado,NA,0.46358803,NA,NA,878.759,NA
1947,CO,6,Colorado,NA,0.45588973,NA,NA,857.938,NA
1948,CO,6,Colorado,NA,0.451107,NA,NA,862.724,NA
1949,CO,6,Colorado,NA,0.43006203,NA,NA,828.414,NA
1950,CO,6,Colorado,NA,0.43529162,NA,NA,862.788,NA
1951,CO,6,Colorado,NA,0.43933234,NA,NA,900.025,NA
1952,CO,6,Colorado,NA,0.43562818,NA,NA,977.802,NA
1953,CO,6,Colorado,NA,0.41760254,NA,NA,1018.83,NA
1954,CO,6,Colorado,NA,0.41953894,NA,NA,1039.47,NA
1955,CO,6,Colorado,NA,0.481594,NA,NA,1060.71,NA
1956,CO,6,Colorado,NA,0.46071404,NA,NA,1081.65,NA
1957,CO,6,Colorado,NA,0.4493143,NA,NA,1128.38,NA
1958,CO,6,Colorado,NA,0.43872154,NA,NA,1122.99,NA
1959,CO,6,Colorado,NA,0.45625192,NA,NA,1145.53,NA
1960,CO,6,Colorado,NA,0.43933079,NA,NA,1138.81,NA
1961,CO,6,Colorado,NA,0.44560608,NA,NA,1171.64,NA
1962,CO,6,Colorado,NA,0.43828073,NA,NA,1163.27,NA
1963,CO,6,Colorado,NA,0.45894486,NA,NA,1227.4,NA
1964,CO,6,Colorado,NA,0.45585993,NA,NA,1148.77,NA
1965,CO,6,Colorado,NA,0.45897821,NA,NA,1178.26,NA
1966,CO,6,Colorado,NA,0.46169552,NA,NA,1087.63,NA
1967,CO,6,Colorado,NA,0.46847457,NA,NA,1040,NA
1968,CO,6,Colorado,NA,0.47642133,NA,NA,1007.19,NA
1969,CO,6,Colorado,NA,0.48444882,NA,NA,925.225,NA
1970,CO,6,Colorado,NA,0.46273318,NA,NA,1074.26,NA
1971,CO,6,Colorado,NA,0.47190315,NA,NA,971.693,NA
1972,CO,6,Colorado,NA,0.4901334,NA,NA,892.62,NA
1973,CO,6,Colorado,NA,0.48264992,NA,NA,1003.22,NA
1974,CO,6,Colorado,NA,0.48542324,NA,NA,862.348,NA
1975,CO,6,Colorado,NA,0.4832316,102.7399979,NA,826.087,NA
1976,CO,6,Colorado,NA,0.47608405,114.8300018,NA,797.344,NA
1977,CO,6,Colorado,NA,0.48923692,108.5699997,NA,660.874,NA
1978,CO,6,Colorado,NA,0.49321654,118.6999969,NA,653.048,NA
1979,CO,6,Colorado,NA,0.49452513,122.0599976,NA,623.098,NA
1980,CO,6,Colorado,NA,0.50044191,131.0800018,NA,604.731,NA
1981,CO,6,Colorado,NA,0.49392322,168.0299988,NA,606.668,NA
1982,CO,6,Colorado,NA,0.50465608,180.5899963,NA,625.823,NA
1983,CO,6,Colorado,NA,0.51024151,187.2599945,NA,639.504,NA
1984,CO,6,Colorado,NA,0.51286739,202.3999939,NA,624.492,NA
1985,CO,6,Colorado,NA,0.5183562,210.6399994,NA,611.518,NA
1986,CO,6,Colorado,NA,0.52675444,235.3500061,NA,612.72,NA
1987,CO,6,Colorado,NA,0.54215479,260.9100037,NA,601.044,NA
1988,CO,6,Colorado,NA,0.55845141,245.6000061,NA,588.232,NA
1989,CO,6,Colorado,NA,0.57727885,256.6000061,NA,574.912,NA
1990,CO,6,Colorado,NA,0.57925862,273.7099915,NA,540.038,NA
1991,CO,6,Colorado,NA,0.57900506,336.0899963,NA,514.452,NA
1992,CO,6,Colorado,NA,0.58278006,415.480011,NA,505.477,NA
1993,CO,6,Colorado,NA,0.5676834,515.8699951,NA,NA,NA
1994,CO,6,Colorado,NA,0.56495935,442.230011,NA,NA,NA
1995,CO,6,Colorado,NA,0.56787473,568.2800293,NA,NA,NA
1996,CO,6,Colorado,NA,0.58128512,545.7800293,NA,NA,717.451
1997,CO,6,Colorado,NA,0.57563549,570.7199707,NA,NA,703.802
1998,CO,6,Colorado,NA,0.58681095,604.960022,133,NA,677.744
1999,CO,6,Colorado,NA,0.59641355,697.3499756,133,NA,650.216
2000,CO,6,Colorado,NA,0.60547626,680.1500244,133,NA,617.982
2001,CO,6,Colorado,NA,0.58127838,747.3300171,185,NA,596.434
2002,CO,6,Colorado,NA,0.57127219,695.2800293,185,NA,579.256
2003,CO,6,Colorado,NA,0.56567788,756.789978,185,NA,559.528
2004,CO,6,Colorado,NA,0.57125807,769.0800171,185,NA,528.643
2005,CO,6,Colorado,NA,0.58047289,789.4000244,200,NA,497.834
2006,CO,6,Colorado,NA,0.58637434,853.5599976,200,NA,475.347
2007,CO,6,Colorado,NA,0.58908045,NA,200,NA,455.657
2008,CO,6,Colorado,NA,0.58357984,NA,200,NA,438.976
2009,CO,6,Colorado,NA,0.59271264,NA,200,NA,440.739
2010,CO,6,Colorado,NA,0.60959822,NA,200,NA,433.798
2011,CO,6,Colorado,NA,0.62072027,NA,250,NA,346.313
2012,CO,6,Colorado,5474323,0.63037658,NA,250,NA,339.19
2013,CO,6,Colorado,5840287,0.61436343,NA,NA,NA,332.54
2014,CO,6,Colorado,6720061,NA,NA,NA,NA,NA
2015,CO,6,Colorado,7910755,NA,NA,NA,NA,NA
2016,CO,6,Colorado,8639905,NA,NA,NA,NA,NA
2017,CO,6,Colorado,NA,NA,NA,NA,NA,NA
2018,CO,6,Colorado,NA,NA,NA,NA,NA,NA
2019,CO,6,Colorado,NA,NA,NA,NA,NA,NA
2020,CO,6,Colorado,NA,NA,NA,NA,NA,NA
1900,CT,7,Connecticut,NA,NA,NA,NA,NA,NA
1901,CT,7,Connecticut,NA,NA,NA,NA,NA,NA
1902,CT,7,Connecticut,NA,NA,NA,NA,NA,NA
1903,CT,7,Connecticut,NA,NA,NA,NA,NA,NA
1904,CT,7,Connecticut,NA,NA,NA,NA,NA,NA
1905,CT,7,Connecticut,NA,NA,NA,NA,NA,NA
1906,CT,7,Connecticut,NA,NA,NA,NA,NA,NA
1907,CT,7,Connecticut,NA,NA,NA,NA,NA,NA
1908,CT,7,Connecticut,NA,NA,NA,NA,NA,NA
1909,CT,7,Connecticut,NA,NA,NA,NA,NA,NA
1910,CT,7,Connecticut,NA,NA,NA,NA,NA,NA
1911,CT,7,Connecticut,NA,NA,NA,NA,NA,NA
1912,CT,7,Connecticut,NA,NA,NA,NA,NA,NA
1913,CT,7,Connecticut,NA,NA,NA,NA,NA,NA
1914,CT,7,Connecticut,NA,NA,NA,NA,NA,NA
1915,CT,7,Connecticut,NA,NA,NA,NA,NA,NA
1916,CT,7,Connecticut,NA,NA,NA,NA,NA,NA
1917,CT,7,Connecticut,NA,0.53154701,NA,NA,NA,NA
1918,CT,7,Connecticut,NA,0.460177,NA,NA,NA,NA
1919,CT,7,Connecticut,NA,0.46041748,NA,NA,NA,NA
1920,CT,7,Connecticut,NA,0.3991046,NA,NA,NA,NA
1921,CT,7,Connecticut,NA,0.44016433,NA,NA,NA,NA
1922,CT,7,Connecticut,NA,0.43740365,NA,NA,NA,NA
1923,CT,7,Connecticut,NA,0.43647683,NA,NA,NA,NA
1924,CT,7,Connecticut,NA,0.47646555,NA,NA,NA,NA
1925,CT,7,Connecticut,NA,0.54185808,NA,NA,NA,NA
1926,CT,7,Connecticut,NA,0.54090369,NA,NA,NA,NA
1927,CT,7,Connecticut,NA,0.56008357,NA,NA,NA,NA
1928,CT,7,Connecticut,NA,0.58679622,NA,NA,NA,NA
1929,CT,7,Connecticut,NA,0.59813333,NA,NA,NA,NA
1930,CT,7,Connecticut,NA,0.53067505,NA,NA,NA,NA
1931,CT,7,Connecticut,NA,0.49501076,NA,NA,NA,NA
1932,CT,7,Connecticut,NA,0.48315647,NA,NA,NA,NA
1933,CT,7,Connecticut,NA,0.49455431,NA,NA,NA,NA
1934,CT,7,Connecticut,NA,0.49389598,NA,NA,NA,NA
1935,CT,7,Connecticut,NA,0.5054571,NA,NA,NA,NA
1936,CT,7,Connecticut,NA,0.54443419,NA,NA,787.674,NA
1937,CT,7,Connecticut,NA,0.52162737,NA,NA,684.903,NA
1938,CT,7,Connecticut,NA,0.50701582,NA,NA,778.814,NA
1939,CT,7,Connecticut,NA,0.47700134,NA,NA,669.637,NA
1940,CT,7,Connecticut,NA,0.41054684,NA,NA,644.926,NA
1941,CT,7,Connecticut,NA,0.4401525,NA,NA,521.141,NA
1942,CT,7,Connecticut,NA,0.41385663,NA,NA,742.711,NA
1943,CT,7,Connecticut,NA,0.38512668,NA,NA,755.943,NA
1944,CT,7,Connecticut,NA,0.41066557,NA,NA,857.794,NA
1945,CT,7,Connecticut,NA,0.43620449,NA,NA,923.652,NA
1946,CT,7,Connecticut,NA,0.4473404,NA,NA,970.914,NA
1947,CT,7,Connecticut,NA,0.40852332,NA,NA,825.805,NA
1948,CT,7,Connecticut,NA,0.41639155,NA,NA,840.341,NA
1949,CT,7,Connecticut,NA,0.43565685,NA,NA,879.675,NA
1950,CT,7,Connecticut,NA,0.43799227,NA,NA,900.562,NA
1951,CT,7,Connecticut,NA,0.41561049,NA,NA,840.888,NA
1952,CT,7,Connecticut,NA,0.42639723,NA,NA,810.158,NA
1953,CT,7,Connecticut,NA,0.39797065,NA,NA,970.706,NA
1954,CT,7,Connecticut,NA,0.41527721,NA,NA,1004.21,NA
1955,CT,7,Connecticut,NA,0.41743857,NA,NA,1046.91,NA
1956,CT,7,Connecticut,NA,0.42461571,NA,NA,1050.1,NA
1957,CT,7,Connecticut,NA,0.42655671,NA,NA,1000.21,NA
1958,CT,7,Connecticut,NA,0.43497723,NA,NA,1113.77,NA
1959,CT,7,Connecticut,NA,0.428736,NA,NA,1094.26,NA
1960,CT,7,Connecticut,NA,0.42782116,NA,NA,1063.38,NA
1961,CT,7,Connecticut,NA,0.438775,NA,NA,1140.95,NA
1962,CT,7,Connecticut,NA,0.4357914,NA,NA,1148.43,NA
1963,CT,7,Connecticut,NA,0.43092966,NA,NA,1148.66,NA
1964,CT,7,Connecticut,NA,0.44899023,NA,NA,1172.49,NA
1965,CT,7,Connecticut,NA,0.45879957,NA,NA,1189.29,NA
1966,CT,7,Connecticut,NA,0.44562685,NA,NA,1111.18,NA
1967,CT,7,Connecticut,NA,0.47458375,NA,NA,1205.86,NA
1968,CT,7,Connecticut,NA,0.49860853,NA,NA,1293.45,NA
1969,CT,7,Connecticut,NA,0.47054961,NA,NA,1170.72,NA
1970,CT,7,Connecticut,NA,0.4603087,NA,NA,1104.14,NA
1971,CT,7,Connecticut,NA,0.46639827,NA,NA,1057.26,NA
1972,CT,7,Connecticut,NA,0.47056413,NA,NA,1114.95,NA
1973,CT,7,Connecticut,NA,0.46516195,NA,NA,915.999,NA
1974,CT,7,Connecticut,NA,0.47791547,NA,NA,919.719,NA
1975,CT,7,Connecticut,NA,0.48807755,112.7200012,NA,845.644,NA
1976,CT,7,Connecticut,NA,0.48877519,127.9400024,NA,816.78,NA
1977,CT,7,Connecticut,NA,0.47801989,135.9700012,NA,812.314,NA
1978,CT,7,Connecticut,NA,0.47889286,159.3899994,NA,883.152,NA
